WL(nm),ALI MS-1,ALI MS-2,ALI MS-3,ALI MS-4,ALI MS-4p,ALI MS-5p,ALI MS-5,ALI MS-7
1059,0,0,0,0,0,0,0,0
1060,0,0,0,0,0,0,0,0
1061,0,0,0,0,0,0,0,0
1062,0,0,0,0,0,0,0,0
1063,0,0,0,0,0,0,0,0
1064,0,0,0,0,0,0,0,0
1065,0,0,0,0,0,0,0,0
1066,0,0,0,0,0,0,0,0
1067,0,0,0,0,0,0,0,0
1068,0,0,0,0,0,0,0,0
1069,0,0,0,0,0,0,0,0
1070,0,0,0,0,0,0,0,0
1071,0,0,0,0,0,0,0,0
1072,0,0,0,0,0,0,0,0
1073,0,0,0,0,0,0,0,0
1074,0,0,0,0,0,0,0,0
1075,0,0,0,0,0,0,0,0
1076,0,0,0,0,0,0,0,0
1077,0,0,0,0,0,0,0,0
1078,0,0,0,0,0,0,0,0
1079,0,0,0,0,0,0,0,0
1080,0,0,0,0,0,0,0,0
1081,0,0,0,0,0,0,0,0
1082,0,0,0,0,0,0,0,0
1083,0,0,0,0,0,0,0,0
1084,0,0,0,0,0,0,0,0
1085,0,0,0,0,0,0,0,0
1086,0,0,0,0,0,0,0,0
1087,0,0,0,0,0,0,0,0
1088,0,0,0,0,0,0,0,0
1089,0,0,0,0,0,0,0,0
1090,0,0,0,0,0,0,0,0
1091,0,0,0,0,0,0,0,0
1092,0,0,0,0,0,0,0,0
1093,0,0,0,0,0,0,0,0
1094,0,0,0,0,0,0,0,0
1095,0,0,0,0,0,0,0,0
1096,0,0,0,0,0,0,0,0
1097,0,0,0,0,0,0,0,0
1098,0,0,0,0,0,0,0,0
1099,0,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,0,0
1101,0,0,0,0,0,0,0,0
1102,0,0,0,0,0,0,0,0
1103,0,0,0,0,0,0,0,0
1104,0,0,0,0,0,0,0,0
1105,0,0,0,0,0,0,0,0
1106,0,0,0,0,0,0,0,0
1107,0,0,0,0,0,0,0,0
1108,0,0,0,0,0,0,0,0
1109,0,0,0,0,0,0,0,0
1110,0,0,0,0,0,0,0,0
1111,0,0,0,0,0,0,0,0
1112,0,0,0,0,0,0,0,0
1113,0,0,0,0,0,0,0,0
1114,0,0,0,0,0,0,0,0
1115,0,0,0,0,0,0,0,0
1116,0,0,0,0,0,0,0,0
1117,0,0,0,0,0,0,0,0
1118,0,0,0,0,0,0,0,0
1119,0,0,0,0,0,0,0,0
1120,0,0,0,0,0,0,0,0
1121,0,0,0,0,0,0,0,0
1122,0,0,0,0,0,0,0,0
1123,0,0,0,0,0,0,0,0
1124,0,0,0,0,0,0,0,0
1125,0,0,0,0,0,0,0,0
1126,0,0,0,0,0,0,0,0
1127,0,0,0,0,0,0,0,0
1128,0,0,0,0,0,0,0,0
1129,0,0,0,0,0,0,0,0
1130,0,0,0,0,0,0.00011,0,0
1131,0,0,0,0,0,0.00008,0,0
1132,0,0,0,0,0,0.00009,0,0
1133,0,0,0,0,0,0.00011,0,0
1134,0,0,0,0,0,0.00026,0,0
1135,0,0,0,0,0,0.00009,0,0
1136,0,0,0,0,0,0.00004,0,0
1137,0,0,0,0,0,0.00012,0,0
1138,0,0,0,0,0,0.00018,0,0
1139,0,0,0,0,0,0.0001,0,0
1140,0,0,0,0,0,0.00025,0,0
1141,0,0,0,0,0,0.00019,0,0
1142,0,0,0,0,0,0.00014,0,0
1143,0,0,0,0,0,0.00024,0,0
1144,0,0,0,0,0,0.00025,0,0
1145,0,0,0,0,0,0.00019,0,0
1146,0,0,0,0,0,0.0001,0,0
1147,0,0,0,0,0,0.00023,0,0
1148,0,0,0,0,0,0.00019,0,0
1149,0,0,0,0,0,0.0002,0,0
1150,0,0,0,0,0,0.00033,0,0
1151,0,0,0,0,0,0.00022,0,0
1152,0,0,0,0,0,0.00033,0,0
1153,0,0,0,0,0,0.00033,0,0
1154,0,0,0,0,0,0.00039,0,0
1155,0,0,0,0,0,0.00043,0,0
1156,0,0,0,0,0,0.00045,0,0
1157,0,0,0,0,0,0.00041,0,0
1158,0,0,0,0,0,0.00051,0,0
1159,0,0,0,0,0,0.00069,0,0
1160,0,0,0,0,0,0.00079,0,0
1161,0,0,0,0,0,0.00076,0,0
1162,0,0,0,0,0,0.00076,0,0
1163,0,0,0,0,0,0.00108,0,0
1164,0,0,0,0,0,0.00141,0,0
1165,0,0,0,0,0,0.00149,0,0
1166,0,0,0,0,0,0.00157,0,0
1167,0,0,0,0,0,0.00202,0,0
1168,0,0,0,0,0,0.00247,0,0
1169,0,0,0,0,0,0.00315,0,0
1170,0,0,0,0,0,0.00342,0,0
1171,0,0,0,0,0,0.00419,0,0
1172,0,0,0,0,0,0.00527,0,0
1173,0,0,0,0,0,0.00631,0,0
1174,0,0,0,0,0,0.0079,0,0
1175,0,0,0,0,0,0.0092,0,0
1176,0,0,0,0,0,0.01061,0,0
1177,0,0,0,0,0,0.01274,0,0
1178,0,0,0,0,0,0.0152,0,0
1179,0,0,0,0,0,0.01714,0,0
1180,0,0,0,0,0,0.01923,0,0
1181,0,0,0,0,0,0.02211,0,0
1182,0,0,0,0,0,0.02519,0,0
1183,0,0,0,0,0,0.02822,0,0
1184,0,0,0,0,0,0.03152,0,0
1185,0,0,0,0,0,0.03546,0,0
1186,0,0,0,0,0,0.04035,0,0
1187,0,0,0,0,0,0.04661,0,0
1188,0,0,0,0,0,0.05311,0,0
1189,0,0,0,0,0,0.06108,0,0
1190,0,0,0,0,0,0.07231,0,0
1191,0,0,0,0,0,0.08645,0,0
1192,0,0,0,0,0,0.1016,0,0
1193,0,0,0,0,0,0.12343,0,0
1194,0,0,0,0,0,0.15188,0,0
1195,0,0,0,0,0,0.1858,0,0
1196,0,0,0,0,0,0.23111,0,0
1197,0,0,0,0,0,0.29089,0,0
1198,0,0,0,0,0,0.35359,0,0
1199,0,0,0,0,0,0.44511,0,0
1200,0,0,0,0,0,0.53275,0,0
1201,0,0,0,0,0,0.62402,0,0
1202,0,0,0,0,0,0.71211,0,0
1203,0,0,0,0,0,0.79742,0,0
1204,0,0,0,0,0,0.86092,0,0
1205,0,0,0,0,0,0.90174,0,0
1206,0,0,0,0,0,0.92834,0,0
1207,0,0,0,0,0,0.93889,0,0
1208,0,0,0,0,0,0.93974,0,0
1209,0,0,0,0,0,0.93554,0,0
1210,0,0,0,0,0,0.92967,0,0
1211,0,0,0,0,0,0.92586,0,0
1212,0,0,0,0,0,0.92318,0,0
1213,0,0,0,0,0,0.92169,0,0
1214,0,0,0,0,0,0.9231,0,0
1215,0,0,0,0,0,0.92602,0,0
1216,0,0,0,0,0,0.9297,0,0
1217,0,0,0,0,0,0.93397,0,0
1218,0,0,0,0,0,0.93821,0,0
1219,0,0,0,0,0,0.9415,0,0
1220,0,0,0,0,0,0.94458,0,0
1221,0,0,0,0,0,0.947,0,0
1222,0,0,0,0,0,0.94756,0,0
1223,0,0,0,0,0,0.94807,0,0
1224,0,0,0,0,0,0.94801,0,0
1225,0,0,0,0,0,0.94719,0,0
1226,0,0,0,0,0,0.94683,0,0
1227,0,0,0,0,0,0.94604,0,0
1228,0,0,0,0,0,0.9455,0,0
1229,0,0,0,0,0,0.94568,0,0
1230,0,0,0,0,0,0.94671,0,0
1231,0,0,0,0,0,0.94786,0,0
1232,0,0,0,0,0,0.95064,0,0
1233,0,0,0,0,0,0.95256,0,0
1234,0,0,0,0,0,0.95567,0,0
1235,0,0,0,0,0,0.95836,0,0
1236,0,0,0,0,0,0.96239,0,0
1237,0,0,0,0,0,0.96617,0,0
1238,0,0,0,0,0,0.97012,0,0
1239,0,0,0,0,0,0.97272,0,0
1240,0,0,0,0,0,0.97553,0,0
1241,0,0,0,0,0,0.97837,0,0
1242,0,0,0,0,0,0.98061,0,0
1243,0,0,0,0,0,0.98106,0,0
1244,0,0,0,0,0,0.98137,0,0
1245,0,0,0,0,0,0.98236,0,0
1246,0,0,0,0,0,0.98331,0,0
1247,0,0,0,0,0,0.98238,0,0
1248,0,0,0,0,0,0.97917,0,0
1249,0,0,0,0,0,0.9786,0,0
1250,0,0,0,0,0,0.97868,0,0
1251,0,0,0,0,0,0.97658,0,0
1252,0,0,0,0,0,0.97434,0,0
1253,0,0,0,0,0,0.97124,0,0
1254,0,0,0,0,0,0.97138,0,0
1255,0,0,0,0,0,0.97151,0,0
1256,0,0,0,0,0,0.97064,0,0
1257,0,0,0,0,0,0.96939,0,0
1258,0,0,0,0,0,0.97053,0,0
1259,0,0,0,0,0,0.97402,0,0
1260,0,0,0,0,0,0.97648,0,0
1261,0,0,0,0,0,0.97859,0,0
1262,0,0,0,0,0,0.98136,0,0
1263,0,0,0,0,0,0.98739,0,0
1264,0,0,0,0,0,0.99241,0,0
1265,0,0,0,0,0,0.99513,0,0
1266,0,0,0,0,0,0.99592,0,0
1267,0,0,0,0,0,0.99839,0,0
1268,0,0,0,0,0,1,0,0
1269,0,0,0,0,0,0.99718,0,0
1270,0,0,0,0,0,0.99096,0,0
1271,0,0,0,0,0,0.98288,0,0
1272,0,0,0,0,0,0.97345,0,0
1273,0,0,0,0,0,0.96248,0,0
1274,0,0,0,0,0,0.94962,0,0
1275,0,0,0,0,0,0.93565,0,0
1276,0,0,0,0,0,0.9216,0,0
1277,0,0,0,0,0,0.91033,0,0
1278,0,0,0,0,0,0.89953,0,0
1279,0,0,0,0,0,0.88971,0,0
1280,0,0,0,0,0,0.88328,0,0
1281,0,0,0,0,0,0.87933,0,0
1282,0,0,0,0,0,0.8746,0,0
1283,0,0,0,0,0,0.86534,0,0
1284,0,0,0,0,0,0.85013,0,0
1285,0,0,0,0,0,0.8215,0,0
1286,0,0,0,0,0,0.77784,0,0
1287,0,0,0,0,0,0.72296,0,0
1288,0,0,0,0,0,0.64128,0,0
1289,0,0,0,0,0,0.55132,0,0
1290,0,0,0,0,0,0.46611,0,0
1291,0,0,0,0,0,0.37849,0,0
1292,0,0,0,0,0,0.29824,0,0
1293,0,0,0,0,0,0.23618,0,0
1294,0,0,0,0,0,0.18329,0,0
1295,0,0,0,0,0,0.14018,0,0
1296,0,0,0,0,0,0.11109,0,0
1297,0,0,0,0,0,0.08671,0,0
1298,0,0,0,0,0,0.06765,0,0
1299,0,0,0,0,0,0.05409,0,0
1300,0,0,0,0,0,0.04397,0,0
1301,0,0,0,0,0,0.03536,0,0
1302,0,0,0,0,0,0.02907,0,0
1303,0,0,0,0,0,0.02415,0,0
1304,0,0,0,0,0,0.02004,0,0
1305,0,0,0,0,0,0.01693,0,0
1306,0,0,0,0,0,0.0146,0,0
1307,0,0,0,0,0,0.01226,0,0
1308,0,0,0,0,0,0.01053,0,0
1309,0,0,0,0,0,0.0093,0,0
1310,0,0,0,0,0,0.00824,0,0
1311,0,0,0,0,0,0.00719,0,0
1312,0,0,0,0,0,0.00629,0,0
1313,0,0,0,0,0,0.00562,0,0
1314,0,0,0,0,0,0.00515,0,0
1315,0,0,0,0,0,0.00485,0,0
1316,0,0,0,0,0,0.00418,0,0
1317,0,0,0,0,0,0.00403,0,0
1318,0,0,0,0,0,0.0036,0,0
1319,0,0,0,0,0,0.00327,0,0
1320,0,0,0,0,0,0.00309,0,0
1321,0,0,0,0,0,0.00298,0,0
1322,0,0,0,0,0,0.00267,0,0
1323,0,0,0,0,0,0.00248,0,0
1324,0,0,0,0,0,0.00239,0,0
1325,0,0,0,0,0,0.00217,0,0
1326,0,0,0,0,0,0.00193,0,0
1327,0,0,0,0,0,0.00183,0,0
1328,0,0,0,0,0,0.00183,0,0
1329,0,0,0,0,0,0.00158,0,0
1330,0,0,0,0,0,0.00135,0,0
1331,0,0,0,0,0,0.00126,0,0
1332,0,0,0,0,0,0.0012,0,0
1333,0,0,0,0,0,0.00098,0,0
1334,0,0,0,0,0,0.00082,0,0
1335,0,0,0,0,0,0.00074,0,0
1336,0,0,0,0,0,0.00062,0,0
1337,0,0,0,0,0,0.00058,0,0
1338,0,0,0,0,0,0.00048,0,0
1339,0,0,0,0,0,0.00039,0,0
1340,0,0,0,0,0,0.00032,0,0
1341,0,0,0,0,0,0.00029,0,0
1342,0,0,0,0,0,0.00025,0,0
1343,0,0,0,0,0,0.0002,0,0
1344,0,0,0,0,0,0.00005,0,0
1345,0,0,0,0,0,0.00015,0,0
1346,0,0,0,0,0,0.0002,0,0
1347,0,0,0,0,0,0.00016,0,0
1348,0,0,0,0,0,0,0,0
1349,0,0,0,0,0,0.00017,0,0
1350,0,0,0,0,0,0.00007,0,0
1351,0,0,0,0,0,0.00008,0,0
1352,0,0,0,0,0,0,0,0
1353,0,0,0,0,0,0,0,0
1354,0,0,0,0,0,0.00008,0,0
1355,0,0,0,0,0,0.00007,0,0
1356,0,0,0,0,0,0.00009,0,0
1357,0,0,0,0,0,0.00001,0,0
1358,0,0,0,0,0,0.0002,0,0
1359,0,0,0,0,0,0.00012,0,0
1360,0,0,0,0,0,0.00007,0,0
1361,0,0,0,0,0,0,0,0
1362,0,0,0,0,0,0.0001,0,0
1363,0,0,0,0,0,0.0002,0,0
1364,0,0,0,0,0,0.00031,0,0
1365,0,0,0,0,0,0.00014,0,0
1366,0,0,0,0,0,0,0,0
1367,0,0,0,0,0,0,0,0
1368,0,0,0,0,0,0.00008,0,0
1369,0,0,0,0,0,0,0,0
1370,0,0,0,0,0,0,0,0
1371,0,0,0,0,0,0.00012,0,0
1372,0,0,0,0,0,0.00008,0,0
1373,0,0,0,0,0,0,0,0
1374,0,0,0,0,0,0,0,0
1375,0,0,0,0,0,0,0,0
1376,0,0,0,0,0,0.00003,0,0
1377,0,0,0,0,0,0.00003,0,0
1378,0,0,0,0,0,0,0,0
1379,0,0,0,0,0,0,0,0
1380,0,0,0,0,0,0,0,0
1381,0,0,0,0,0,0.00004,0,0
1382,0,0,0,0,0,0.00017,0,0
1383,0,0,0,0,0,0,0,0
1384,0,0,0,0,0,0,0,0
1385,0,0,0,0,0,0.00012,0,0
1386,0,0,0,0,0,0.00017,0,0
1387,0,0,0,0,0,0,0,0
1388,0,0,0,0,0,0,0,0
1389,0,0,0,0,0,0.00004,0,0
1390,0,0,0,0,0,0.00006,0,0
1391,0,0,0,0,0,0.00012,0,0
1392,0,0,0,0,0,0,0,0
1393,0,0,0,0,0,0,0,0
1394,0,0,0,0,0,0.00007,0,0
1395,0,0,0,0,0,0.00012,0,0
1396,0,0,0,0,0,0,0,0
1397,0,0,0,0,0,0,0,0
1398,0,0,0,0,0,0.00008,0,0
1399,0,0,0,0,0,0.00003,0,0
1400,0,0,0,0,0,0.00003,0,0
1401,0,0,0,0,0,0,0,0
1402,0,0,0,0,0,0,0,0
1403,0,0,0,0,0,0,0,0
1404,0,0,0,0,0,0,0,0
1405,0,0,0,0,0,0,0,0
1406,0,0,0,0,0,0,0,0
1407,0,0,0,0,0,0,0,0
1408,0,0,0,0,0,0,0,0
1409,0,0,0,0,0,0,0,0
1410,0,0,0,0,0,0,0,0
1411,0,0,0,0,0,0,0,0
1412,0,0,0,0,0,0,0,0
1413,0,0,0,0,0,0,0,0
1414,0,0,0,0,0,0,0,0
1415,0,0,0,0,0,0,0,0
1416,0,0,0,0,0,0,0,0
1417,0,0,0,0,0,0,0,0
1418,0,0,0,0,0,0,0,0
1419,0,0,0,0,0,0,0,0
1420,0,0,0,0,0,0,0,0
1421,0,0,0,0,0,0,0,0
1422,0,0,0,0,0,0,0,0
1423,0,0,0,0,0,0,0,0
1424,0,0,0,0,0,0,0,0
1425,0,0,0,0,0,0,0,0
1426,0,0,0,0,0,0,0,0
1427,0,0,0,0,0,0,0,0
1428,0,0,0,0,0,0,0,0
1429,0,0,0,0,0,0,0,0
1430,0,0,0,0,0,0,0,0
1431,0,0,0,0,0,0,0,0
1432,0,0,0,0,0,0,0,0
1433,0,0,0,0,0,0,0,0
1434,0,0,0,0,0,0,0,0
1435,0,0,0,0,0,0,0,0
1436,0,0,0,0,0,0,0,0
1437,0,0,0,0,0,0,0,0
1438,0,0,0,0,0,0,0,0
1439,0,0,0,0,0,0,0,0
1440,0,0,0,0,0,0,0,0
1441,0,0,0,0,0,0,0,0
1442,0,0,0,0,0,0,0,0
1443,0,0,0,0,0,0,0,0
1444,0,0,0,0,0,0,0,0
1445,0,0,0,0,0,0,0,0
1446,0,0,0,0,0,0,0,0
1447,0,0,0,0,0,0,0,0
1448,0,0,0,0,0,0,0,0
1449,0,0,0,0,0,0,0,0
1450,0,0,0,0,0,0,0,0
1451,0,0,0,0,0,0,0,0
1452,0,0,0,0,0,0,0,0
1453,0,0,0,0,0,0,0,0
1454,0,0,0,0,0,0,0,0
1455,0,0,0,0,0,0,0,0
1456,0,0,0,0,0,0,0,0
1457,0,0,0,0,0,0,0,0
1458,0,0,0,0,0,0,0,0
1459,0,0,0,0,0,0,0,0
1460,0,0,0,0,0,0,0,0
1461,0,0,0,0,0,0,0.00005,0
1462,0,0,0,0,0,0,0,0
1463,0,0,0,0,0,0,0,0
1464,0,0,0,0,0,0,0.00015,0
1465,0,0,0,0,0,0,0.00003,0
1466,0,0,0,0,0,0,0,0
1467,0,0,0,0,0,0,0,0
1468,0,0,0,0,0,0,0,0
1469,0,0,0,0,0,0,0.00009,0
1470,0,0,0,0,0,0,0,0
1471,0,0,0,0,0,0,0.00009,0
1472,0,0,0,0,0,0,0.00009,0
1473,0,0,0,0,0,0,0.00009,0
1474,0,0,0,0,0,0,0.00011,0
1475,0,0,0,0,0,0,0.00009,0
1476,0,0,0,0,0,0,0.00013,0
1477,0,0,0,0,0,0,0.00018,0
1478,0,0,0,0,0,0,0.00006,0
1479,0,0,0,0,0,0,0.00028,0
1480,0,0,0,0,0,0,0.00012,0
1481,0,0,0,0,0,0,0.0002,0
1482,0,0,0,0,0,0,0.0002,0
1483,0,0,0,0,0,0,0.00016,0
1484,0,0,0,0,0,0,0.00023,0
1485,0,0,0,0,0,0,0.00018,0
1486,0,0,0,0,0,0,0.00019,0
1487,0,0,0,0,0,0,0.00025,0
1488,0,0,0,0,0,0,0.00035,0
1489,0,0,0,0,0,0,0.00033,0
1490,0,0,0,0,0,0,0.00036,0
1491,0,0,0,0,0,0,0.00043,0
1492,0,0,0,0,0,0,0.00045,0
1493,0,0,0,0,0,0,0.00044,0
1494,0,0,0,0,0,0,0.00044,0
1495,0,0,0,0,0,0,0.00055,0
1496,0,0,0,0,0,0,0.00053,0
1497,0,0,0,0,0,0,0.00069,0
1498,0,0,0,0,0,0,0.00066,0
1499,0,0,0,0,0,0,0.00057,0
1500,0,0,0,0,0,0,0.00085,0
1501,0,0,0,0,0,0,0.00087,0
1502,0,0,0,0,0,0,0.00095,0
1503,0,0,0,0,0,0,0.00118,0
1504,0,0,0,0,0,0,0.00128,0
1505,0,0,0,0,0,0,0.00132,0
1506,0,0,0,0,0,0,0.0015,0
1507,0,0,0,0,0,0,0.00185,0
1508,0,0,0,0,0,0,0.00204,0
1509,0,0,0,0,0,0,0.00223,0
1510,0,0,0,0,0,0,0.0026,0
1511,0,0,0,0,0,0,0.00299,0
1512,0,0,0,0,0,0,0.00339,0
1513,0,0,0,0,0,0,0.00404,0
1514,0,0,0,0,0,0,0.00471,0
1515,0,0,0,0,0,0,0.00567,0
1516,0,0,0,0,0,0,0.00663,0
1517,0,0,0,0,0,0,0.00786,0
1518,0,0,0,0,0,0,0.00942,0
1519,0,0,0,0,0,0,0.01121,0
1520,0,0,0,0,0,0,0.01347,0
1521,0,0,0,0,0,0,0.01608,0
1522,0,0,0,0,0,0,0.01938,0
1523,0,0,0,0,0,0,0.0235,0
1524,0,0,0,0,0,0,0.02792,0
1525,0,0,0,0,0,0,0.03341,0
1526,0,0,0,0,0,0,0.04009,0
1527,0,0,0,0,0,0,0.04762,0
1528,0,0,0,0,0,0,0.05643,0
1529,0,0,0,0,0,0,0.06714,0
1530,0,0,0,0,0,0,0.07824,0
1531,0,0,0,0,0,0,0.09136,0
1532,0,0,0,0,0,0,0.10654,0
1533,0,0,0,0,0,0,0.12285,0
1534,0,0,0,0,0,0,0.14079,0
1535,0,0,0,0,0,0,0.16125,0
1536,0,0,0,0,0,0,0.18364,0
1537,0,0,0,0,0,0,0.20654,0
1538,0,0,0,0,0,0,0.23308,0
1539,0,0,0,0,0,0,0.2623,0
1540,0,0,0,0,0,0,0.29337,0
1541,0,0,0,0,0,0,0.32852,0
1542,0,0,0,0,0,0,0.36737,0
1543,0,0,0,0,0,0,0.40615,0
1544,0,0,0,0,0,0,0.45084,0
1545,0,0,0,0,0,0,0.49826,0
1546,0,0,0,0,0,0,0.54405,0
1547,0,0,0,0,0,0,0.59284,0
1548,0,0,0,0,0,0,0.64023,0
1549,0,0,0,0,0,0,0.68359,0
1550,0,0,0,0,0,0,0.72173,0
1551,0,0,0,0,0,0,0.75357,0
1552,0,0,0,0,0,0,0.77747,0
1553,0,0,0,0,0,0,0.79223,0
1554,0,0,0,0,0,0,0.80116,0
1555,0,0,0,0,0,0,0.80176,0
1556,0,0,0,0,0,0,0.7982,0
1557,0,0,0,0,0,0,0.79068,0
1558,0,0,0,0,0,0,0.78129,0
1559,0,0,0,0,0,0,0.77084,0
1560,0,0,0,0,0,0,0.75957,0
1561,0,0,0,0,0,0,0.74928,0
1562,0,0,0,0,0,0,0.74068,0
1563,0,0,0,0,0,0,0.73295,0
1564,0,0,0,0,0,0,0.72784,0
1565,0,0,0,0,0,0,0.72493,0
1566,0,0,0,0,0,0,0.72389,0
1567,0,0,0,0,0,0,0.72565,0
1568,0,0,0,0,0,0,0.72857,0
1569,0,0,0,0,0,0,0.73355,0
1570,0,0,0,0,0,0,0.74086,0
1571,0,0,0,0,0,0,0.74789,0
1572,0,0,0,0,0,0,0.75644,0
1573,0,0,0,0,0,0,0.76678,0
1574,0,0,0,0,0,0,0.77698,0
1575,0,0,0,0,0,0,0.78859,0
1576,0,0,0,0,0,0,0.80016,0
1577,0,0,0,0,0,0,0.81189,0
1578,0,0,0,0,0,0,0.82298,0
1579,0,0,0,0,0,0,0.83396,0
1580,0,0,0,0,0,0,0.84427,0
1581,0,0,0,0,0,0,0.85336,0
1582,0,0,0,0,0,0,0.86176,0
1583,0,0,0,0,0,0,0.86922,0
1584,0,0,0,0,0,0,0.87644,0
1585,0,0,0,0,0,0,0.88282,0
1586,0,0,0,0,0,0,0.88883,0
1587,0,0,0,0,0,0,0.89463,0
1588,0,0,0,0,0,0,0.89837,0
1589,0,0,0,0,0,0,0.90238,0
1590,0,0,0,0,0,0,0.90555,0
1591,0,0,0,0,0,0,0.90816,0
1592,0,0,0,0,0,0,0.91116,0
1593,0,0,0,0,0,0,0.91374,0
1594,0,0,0,0,0,0,0.91618,0
1595,0,0,0,0,0,0,0.91957,0
1596,0,0,0,0,0,0,0.92109,0
1597,0,0,0,0,0,0,0.92405,0
1598,0,0,0,0,0,0,0.92575,0
1599,0,0,0,0,0,0,0.92606,0
1600,0,0,0,0,0,0,0.92782,0
1601,0,0,0,0,0,0,0.92917,0
1602,0,0,0,0,0,0,0.93016,0
1603,0,0,0,0,0,0,0.93204,0
1604,0,0,0,0,0,0,0.93329,0
1605,0,0,0,0,0,0,0.93412,0
1606,0,0,0,0,0,0,0.93516,0
1607,0,0,0,0,0,0,0.93597,0
1608,0,0,0,0,0,0,0.93607,0
1609,0,0,0,0,0,0,0.93705,0
1610,0,0,0,0,0,0,0.93679,0
1611,0,0,0,0,0,0,0.93713,0
1612,0,0,0,0,0,0,0.93786,0
1613,0,0,0,0,0,0,0.93847,0
1614,0,0,0,0,0,0,0.93923,0
1615,0,0,0,0,0,0,0.93963,0
1616,0,0,0,0,0,0,0.93899,0
1617,0,0,0,0,0,0,0.93832,0
1618,0,0,0,0,0,0,0.93866,0
1619,0,0,0,0,0,0,0.93823,0
1620,0,0,0,0,0,0,0.93881,0
1621,0,0,0,0,0,0,0.93756,0
1622,0,0,0,0,0,0,0.93722,0
1623,0,0,0,0,0,0,0.93675,0
1624,0,0,0,0,0,0,0.93489,0
1625,0,0,0,0,0,0,0.93379,0
1626,0,0,0,0,0,0,0.93049,0
1627,0,0,0,0,0,0,0.92718,0
1628,0,0,0,0,0,0,0.9255,0
1629,0,0,0,0,0,0,0.92209,0
1630,0,0,0,0,0,0,0.91864,0
1631,0,0,0,0,0,0,0.91514,0
1632,0,0,0,0,0,0,0.91158,0
1633,0,0,0,0,0,0,0.9062,0
1634,0,0,0,0,0,0,0.90271,0
1635,0,0,0,0,0,0,0.89895,0
1636,0,0,0,0,0,0,0.89404,0
1637,0,0,0,0,0,0,0.89075,0
1638,0,0,0,0,0,0,0.88613,0
1639,0,0,0,0,0,0,0.88319,0
1640,0,0,0,0,0,0,0.88026,0
1641,0,0,0,0,0,0,0.8775,0
1642,0,0,0,0,0,0,0.87481,0
1643,0,0,0,0,0,0,0.87285,0
1644,0,0,0,0,0,0,0.87052,0
1645,0,0,0,0,0,0,0.86985,0
1646,0,0,0,0,0,0,0.86978,0
1647,0,0,0,0,0,0,0.87063,0
1648,0,0,0,0,0,0,0.87083,0
1649,0,0,0,0,0,0,0.87287,0
1650,0,0,0,0,0,0,0.87407,0
1651,0,0,0,0,0,0,0.87854,0
1652,0,0,0,0,0,0,0.88025,0
1653,0,0,0,0,0,0,0.8846,0
1654,0,0,0,0,0,0,0.8882,0
1655,0,0,0,0,0,0,0.89282,0
1656,0,0,0,0,0,0,0.8977,0
1657,0,0,0,0,0,0,0.9034,0
1658,0,0,0,0,0,0,0.90824,0
1659,0,0,0,0,0,0,0.91417,0
1660,0,0,0,0,0,0,0.91971,0
1661,0,0,0,0,0,0,0.92522,0
1662,0,0,0,0,0,0,0.93159,0
1663,0,0,0,0,0,0,0.93837,0
1664,0,0,0,0,0,0,0.9424,0
1665,0,0,0,0,0,0,0.94932,0
1666,0,0,0,0,0,0,0.95389,0
1667,0,0,0,0,0,0,0.95941,0
1668,0,0,0,0,0,0,0.96633,0
1669,0,0,0,0,0,0,0.96978,0
1670,0,0,0,0,0,0,0.97402,0
1671,0,0,0,0,0,0,0.9783,0
1672,0,0,0,0,0,0,0.98111,0
1673,0,0,0,0,0,0,0.98514,0
1674,0,0,0,0,0,0,0.98823,0
1675,0,0,0,0,0,0,0.99056,0
1676,0,0,0,0,0,0,0.99256,0
1677,0,0,0,0,0,0,0.99507,0
1678,0,0,0,0,0,0,0.99667,0
1679,0,0,0,0,0,0,0.99884,0
1680,0,0,0,0,0,0,0.99956,0
1681,0,0,0,0,0,0,0.99936,0
1682,0,0,0,0,0,0,0.99954,0
1683,0,0,0,0,0,0,0.99974,0
1684,0,0,0,0,0,0,1,0
1685,0,0,0,0,0,0,0.99971,0
1686,0,0,0,0,0,0,0.99904,0
1687,0,0,0,0,0,0,0.99746,0
1688,0,0,0,0,0,0,0.99642,0
1689,0,0,0,0,0,0,0.99564,0
1690,0,0,0,0,0,0,0.99449,0
1691,0,0,0,0,0,0,0.99323,0
1692,0,0,0,0,0,0,0.99058,0
1693,0,0,0,0,0,0,0.9888,0
1694,0,0,0,0,0,0,0.98714,0
1695,0,0,0,0,0,0,0.98383,0
1696,0,0,0,0,0,0,0.98225,0
1697,0,0,0,0,0,0,0.97716,0
1698,0,0,0,0,0,0,0.97219,0
1699,0,0,0,0,0,0,0.96832,0
1700,0,0,0,0,0,0,0.96193,0
1701,0,0,0,0,0,0,0.95676,0
1702,0,0,0,0,0,0,0.94942,0
1703,0,0,0,0,0,0,0.94059,0
1704,0,0,0,0,0,0,0.93118,0
1705,0,0,0,0,0,0,0.92202,0
1706,0,0,0,0,0,0,0.90882,0
1707,0,0,0,0,0,0,0.89676,0
1708,0,0,0,0,0,0,0.88262,0
1709,0,0,0,0,0,0,0.86662,0
1710,0,0,0,0,0,0,0.85115,0
1711,0,0,0,0,0,0,0.83431,0
1712,0,0,0,0,0,0,0.81647,0
1713,0,0,0,0,0,0,0.79793,0
